Molly,TIME_ATTACK,EASY,40.0,CLASSIC,EASY,3.5,CLASSIC,HARD,18.0,CLASSIC,HARD,20.0,TIME_ATTACK,EASY,35.0,TIME_ATTACK,HARD,65.89,ARCADE,HARD,12.0,ARCADE,HARD,15.0,ARCADE,EASY,18.0,ARCADE,HARD,19.0,ARCADE,EASY,10.0,TIME_ATTACK,EASY,32.0,TIME_ATTACK,EASY,29.0,TIME_ATTACK,EASY,27.0,TIME_ATTACK,EASY,28.0,TIME_ATTACK,EASY,23.879,CLASSIC,EASY,5.0,CLASSIC,EASY,6.5,CLASSIC,EASY,8.5,CLASSIC,EASY,9.0,CLASSIC,EASY,9.5
darcy,CLASSIC,EASY,3.0,CLASSIC,EASY,5.0,CLASSIC,HARD,1.0,ARCADE,HARD,3.0,ARCADE,EASY,1.0,TIME_ATTACK,HARD,63.26999999999598,ARCADE,EASY,6.0,CLASSIC,EASY,0.0,ARCADE,EASY,2.0,CLASSIC,EASY,7.5,ARCADE,EASY,6.0,TIME_ATTACK,EASY,60.42999999999655,CLASSIC,EASY,0.0
Sarah,CLASSIC,EASY,8.5,ARCADE,HARD,9,ARCADE,EASY,14,CLASSIC,HARD,6.0,TIME_ATTACK,EASY,46.0,TIME_ATTACK,HARD,70.568
